order_id,customer_id,store_id,order_date,payment_method,order_status
O020221,C07547,S008,2025-09-18,Debit,Completed
O020222,C07703,S006,2025-10-26,Credit Card,Completed
O020223,C08856,S004,2026-07-17,Credit Card,Completed
O020224,C04246,S003,2025-11-22,Credit Card,Completed
O020225,C08302,S005,2026-02-26,Credit Card,Completed
O020226,C04025,S008,2026-07-28,Credit Card,Completed
O020227,C07977,S001,2026-02-11,Debit,Completed
O020228,C04102,S001,2026-01-27,Credit Card,Completed
O020229,C01210,S003,2026-07-12,Debit,Completed
O020230,C06460,S004,2025-10-23,Cash,Completed
O020231,C00251,S003,2026-01-25,Credit Card,Completed
O020232,C08582,S003,2026-04-19,Credit Card,Completed
O020233,C05784,S007,2025-09-13,Credit Card,Completed
O020234,C02583,S004,2026-04-12,Debit,Completed
O020235,C05398,S006,2026-07-17,Debit,Completed
O020236,C00406,S001,2025-10-13,Credit Card,Completed
O020237,C04958,S003,2025-07-31,Cash,Completed
O020238,C05876,S001,2026-06-04,Credit Card,Completed
O020239,C08926,S006,2026-05-08,Cash,Completed
O020240,C00875,S003,2025-10-28,Debit,Completed
O020241,C06432,S002,2025-10-06,Credit Card,Completed
O020242,C05812,S001,2025-08-25,Cash,Completed
O020243,C09033,S003,2026-04-20,Cash,Completed
O020244,C05667,S007,2026-02-03,Cash,Completed
O020245,C08181,S007,2025-08-24,Debit,Completed
O020246,C07515,S008,2026-07-19,Credit Card,Completed
O020247,C01352,S006,2025-09-23,Cash,Completed
O020248,C05620,S008,2025-12-20,Debit,Completed
O020249,C07620,S003,2026-02-11,Credit Card,Completed
O020250,C01105,S008,2025-11-12,Credit Card,Completed
O020251,C06070,S005,2026-02-16,Cash,Completed
O020252,C02736,S001,2026-01-25,Debit,Completed
O020253,C00540,S006,2025-08-18,Credit Card,Completed
O020254,C04200,S007,2026-04-09,Credit Card,Completed
O020255,C01998,S005,2026-04-23,Cash,Completed
O020256,C08096,S005,2026-04-14,Credit Card,Completed
O020257,C01784,S007,2025-11-05,Debit,Completed
O020258,C06729,S008,2025-08-23,Debit,Completed
O020259,C00979,S003,2025-12-12,Cash,Completed
O020260,C08462,S004,2026-03-21,Debit,Completed
O020261,C01562,S004,2026-05-29,Cash,Completed
O020262,C08216,S005,2026-05-28,Cash,Completed
O020263,C07555,S008,2025-12-28,Debit,Completed
O020264,C03815,S004,2026-03-01,Credit Card,Completed
O020265,C04649,S002,2025-11-30,Cash,Completed
O020266,C01534,S005,2026-03-22,Cash,Completed
O020267,C04719,S006,2026-05-07,Debit,Completed
O020268,C02706,S008,2026-02-05,Cash,Completed
O020269,C09229,S007,2025-11-10,Credit Card,Completed
O020270,C09752,S001,2026-07-02,Credit Card,Completed
O020271,C07366,S006,2025-11-17,Credit Card,Completed
O020272,C04774,S008,2026-06-19,Debit,Completed
O020273,C03667,S003,2025-09-23,Credit Card,Completed
O020274,C09061,S005,2025-10-24,Credit Card,Completed
O020275,C07606,S005,2026-01-30,Debit,Completed
O020276,C01500,S007,2025-10-28,Cash,Completed
O020277,C06563,S003,2026-03-21,Credit Card,Completed
O020278,C04291,S005,2026-04-16,Credit Card,Completed
O020279,C06526,S007,2026-02-12,Credit Card,Completed
O020280,C05207,S008,2025-10-23,Debit,Completed
O020281,C07553,S007,2026-05-10,Debit,Completed
O020282,C07912,S007,2026-03-14,Cash,Completed
O020283,C05489,S003,2026-04-08,Debit,Completed
O020284,C03118,S003,2025-10-20,Credit Card,Completed
O020285,C01067,S006,2026-05-07,Cash,Completed
O020286,C05894,S003,2026-03-13,Debit,Completed
O020287,C02882,S005,2026-06-23,Debit,Completed
O020288,C06883,S007,2025-10-04,Debit,Completed
O020289,C05313,S007,2026-02-21,Debit,Completed
O020290,C00944,S002,2025-12-20,Cash,Completed
O020291,C04825,S008,2026-06-04,Debit,Completed
O020292,C03068,S007,2025-09-26,Debit,Completed
O020293,C09876,S005,2026-07-12,Credit Card,Completed
O020294,C03464,S005,2025-12-22,Cash,Completed
O020295,C08225,S001,2026-01-26,Cash,Completed
O020296,C04793,S008,2025-11-25,Credit Card,Completed
O020297,C08722,S008,2025-12-14,Credit Card,Completed
O020298,C02090,S006,2026-02-22,Debit,Completed
O020299,C07615,S006,2025-09-01,Debit,Completed
O020300,C00406,S008,2025-08-15,Debit,Completed
O020301,C07115,S003,2026-03-23,Debit,Completed
O020302,C03437,S003,2026-04-23,Cash,Completed
O020303,C01769,S002,2026-02-13,Debit,Completed
O020304,C07642,S001,2026-02-15,Debit,Completed
O020305,C09160,S006,2025-10-15,Credit Card,Completed
O020306,C04366,S008,2026-07-13,Credit Card,Completed
O020307,C01201,S006,2026-05-25,Credit Card,Completed
O020308,C08959,S003,2025-11-10,Debit,Completed
O020309,C01517,S003,2026-01-31,Cash,Completed
O020310,C02425,S005,2026-03-28,Debit,Completed
O020311,C06373,S004,2025-09-16,Cash,Completed
O020312,C09369,S007,2026-01-21,Debit,Completed
O020313,C00474,S004,2026-06-16,Cash,Completed
O020314,C00230,S004,2026-07-27,Credit Card,Completed
O020315,C09433,S003,2026-06-26,Credit Card,Completed
O020316,C07063,S006,2025-12-06,Credit Card,Completed
O020317,C05146,S002,2025-09-02,Cash,Completed
O020318,C07143,S008,2026-01-25,Debit,Completed
O020319,C07211,S003,2025-11-02,Debit,Completed
O020320,C07119,S001,2025-08-30,Credit Card,Completed
O020321,C01584,S005,2025-12-02,Credit Card,Completed
O020322,C06519,S002,2025-11-19,Credit Card,Completed
O020323,C09270,S007,2026-04-04,Debit,Completed
O020324,C09846,S005,2025-09-13,Debit,Completed
O020325,C01732,S005,2025-10-22,Credit Card,Completed
O020326,C05407,S001,2026-07-12,Cash,Completed
O020327,C05616,S006,2025-09-10,Cash,Completed
O020328,C06461,S006,2025-09-21,Debit,Completed
O020329,C08214,S006,2026-04-15,Cash,Completed
O020330,C01606,S007,2026-04-28,Credit Card,Completed
O020331,C09524,S003,2026-03-11,Cash,Completed
O020332,C08699,S005,2026-06-14,Credit Card,Completed
O020333,C05977,S007,2026-01-14,Credit Card,Completed
O020334,C05533,S004,2025-11-18,Credit Card,Completed
O020335,C02483,S002,2025-09-03,Debit,Completed
O020336,C03617,S008,2025-08-12,Credit Card,Completed
O020337,C00545,S008,2025-10-23,Credit Card,Completed
O020338,C02583,S004,2026-06-07,Debit,Completed
O020339,C01236,S005,2026-05-08,Credit Card,Completed
O020340,C09325,S007,2026-04-02,Credit Card,Completed
O020341,C01107,S007,2026-06-20,Debit,Completed
O020342,C02441,S006,2025-12-04,Debit,Completed
O020343,C03095,S004,2025-11-25,Debit,Completed
O020344,C06360,S004,2026-01-21,Credit Card,Completed
O020345,C01156,S003,2025-09-05,Debit,Completed
O020346,C07546,S005,2025-08-07,Cash,Completed
O020347,C03165,S007,2026-03-07,Debit,Completed
O020348,C09121,S001,2026-03-27,Credit Card,Completed
O020349,C00616,S007,2025-09-20,Cash,Completed
O020350,C00905,S008,2026-04-24,Debit,Completed
O020351,C08019,S003,2025-12-18,Debit,Completed
O020352,C05605,S001,2026-07-10,Credit Card,Completed
O020353,C01253,S008,2025-08-06,Cash,Completed
O020354,C06510,S008,2026-02-27,Cash,Completed
O020355,C01455,S001,2026-06-03,Credit Card,Completed
O020356,C01847,S007,2026-01-21,Debit,Completed
O020357,C03835,S002,2026-01-15,Debit,Completed
O020358,C03388,S006,2025-10-12,Credit Card,Completed
O020359,C02928,S008,2026-04-13,Debit,Completed
O020360,C06607,S001,2026-02-18,Debit,Completed
O020361,C02233,S008,2025-12-10,Credit Card,Completed
O020362,C03731,S006,2025-12-05,Cash,Completed
O020363,C02136,S002,2025-11-27,Credit Card,Completed
O020364,C05905,S007,2025-11-12,Debit,Completed
O020365,C04702,S004,2025-08-08,Debit,Completed
O020366,C00511,S004,2025-11-03,Debit,Completed
O020367,C01821,S008,2025-11-29,Cash,Completed
O020368,C04463,S003,2026-04-30,Debit,Completed
O020369,C08247,S001,2026-03-18,Cash,Completed
O020370,C01788,S002,2026-02-25,Credit Card,Completed
O020371,C01481,S001,2026-03-21,Debit,Completed
O020372,C01200,S008,2025-08-03,Cash,Completed
O020373,C04672,S008,2025-09-30,Credit Card,Completed
O020374,C09269,S007,2026-04-09,Cash,Completed
O020375,C06657,S007,2026-05-15,Credit Card,Completed
O020376,C04526,S004,2025-11-25,Debit,Completed
O020377,C09015,S003,2025-08-07,Cash,Completed
O020378,C09103,S005,2025-09-24,Credit Card,Completed
O020379,C04584,S002,2025-10-30,Cash,Completed
O020380,C09207,S008,2026-05-04,Credit Card,Completed
O020381,C09167,S008,2026-06-24,Cash,Completed
O020382,C09921,S008,2026-04-06,Debit,Completed
O020383,C01310,S002,2025-12-21,Cash,Completed
O020384,C05707,S004,2026-06-10,Credit Card,Completed
O020385,C02990,S005,2026-07-18,Credit Card,Completed
O020386,C08078,S001,2026-01-23,Debit,Completed
O020387,C06911,S005,2026-04-27,Credit Card,Completed
O020388,C06806,S003,2025-07-30,Cash,Completed
O020389,C01082,S005,2026-03-01,Cash,Completed
O020390,C00021,S007,2026-04-11,Credit Card,Completed
O020391,C05625,S001,2025-12-16,Credit Card,Completed
O020392,C02572,S004,2025-12-02,Credit Card,Completed
O020393,C02475,S007,2026-04-23,Debit,Completed
O020394,C04222,S008,2025-10-14,Cash,Completed
O020395,C01257,S002,2026-01-07,Credit Card,Completed
O020396,C01635,S006,2026-01-13,Debit,Completed
O020397,C01323,S005,2026-03-31,Credit Card,Completed
O020398,C08300,S002,2025-10-23,Credit Card,Completed
O020399,C00443,S006,2025-08-21,Cash,Completed
O020400,C05779,S004,2026-04-05,Credit Card,Completed
O020401,C05833,S004,2025-09-07,Debit,Completed
O020402,C01302,S006,2026-02-13,Cash,Completed
O020403,C02489,S001,2026-03-22,Credit Card,Completed
O020404,C05960,S004,2025-12-13,Debit,Completed
O020405,C00164,S006,2026-03-23,Credit Card,Completed
O020406,C02382,S002,2026-03-09,Debit,Completed
O020407,C05999,S007,2026-02-26,Debit,Completed
O020408,C05487,S008,2025-09-24,Credit Card,Completed
O020409,C09363,S003,2026-07-23,Cash,Completed
O020410,C01104,S003,2026-06-22,Debit,Completed
O020411,C01684,S005,2025-12-04,Debit,Completed
O020412,C03689,S003,2026-07-28,Debit,Completed
O020413,C01506,S002,2026-04-08,Debit,Completed
O020414,C04965,S007,2026-07-28,Debit,Completed
O020415,C08659,S001,2026-02-03,Debit,Completed
O020416,C03880,S002,2025-09-02,Credit Card,Completed
O020417,C09459,S004,2026-04-05,Credit Card,Completed
O020418,C03671,S008,2025-10-23,Credit Card,Completed
O020419,C07687,S005,2026-04-30,Cash,Completed
O020420,C03320,S007,2026-03-25,Debit,Completed
O020421,C02249,S002,2026-07-09,Cash,Completed
O020422,C09527,S005,2026-05-31,Credit Card,Completed
O020423,C09092,S007,2025-08-02,Credit Card,Completed
O020424,C08687,S004,2025-09-26,Credit Card,Completed
O020425,C01675,S001,2025-08-11,Debit,Completed
O020426,C00046,S006,2025-10-23,Credit Card,Completed
O020427,C06096,S004,2026-06-05,Credit Card,Completed
O020428,C07814,S005,2026-02-19,Debit,Completed
O020429,C05469,S007,2026-04-24,Credit Card,Completed
O020430,C00520,S004,2026-06-26,Debit,Completed
O020431,C07692,S008,2025-11-18,Cash,Completed
O020432,C04637,S007,2026-06-21,Debit,Completed
O020433,C04789,S004,2025-10-15,Cash,Completed
O020434,C03916,S007,2026-01-29,Credit Card,Completed
O020435,C02300,S007,2025-08-20,Cash,Completed
O020436,C01099,S002,2026-04-08,Cash,Completed
O020437,C09970,S007,2026-03-30,Debit,Completed
O020438,C02930,S007,2026-03-15,Credit Card,Completed
O020439,C05912,S008,2026-04-15,Debit,Completed
O020440,C08352,S005,2026-06-16,Debit,Completed
O020441,C03796,S003,2026-07-13,Cash,Completed
O020442,C07045,S003,2026-05-02,Credit Card,Completed
O020443,C02657,S006,2026-07-05,Debit,Completed
O020444,C09619,S005,2026-05-23,Debit,Completed
O020445,C03715,S008,2026-05-26,Debit,Completed
O020446,C01136,S006,2025-11-06,Credit Card,Completed
O020447,C02384,S002,2025-08-11,Debit,Completed
O020448,C01860,S001,2026-01-01,Credit Card,Completed
O020449,C05772,S007,2025-09-14,Cash,Completed
O020450,C02369,S005,2025-10-13,Debit,Completed
O020451,C09767,S006,2026-07-17,Debit,Completed
O020452,C05679,S008,2025-12-27,Cash,Completed
O020453,C06076,S004,2025-11-10,Debit,Completed
O020454,C01776,S007,2026-04-21,Credit Card,Completed
O020455,C06542,S003,2026-01-13,Credit Card,Completed
O020456,C00571,S006,2026-07-25,Credit Card,Completed
O020457,C03653,S008,2025-11-29,Debit,Completed
O020458,C00646,S005,2026-02-15,Debit,Completed
O020459,C01576,S005,2026-01-11,Credit Card,Completed
O020460,C00879,S005,2026-03-29,Debit,Completed
O020461,C00647,S005,2026-05-26,Credit Card,Completed
O020462,C00873,S005,2026-01-30,Cash,Completed
O020463,C01776,S003,2025-11-08,Credit Card,Completed
O020464,C01144,S003,2025-12-02,Cash,Completed
O020465,C03193,S003,2025-12-20,Cash,Completed
O020466,C07441,S002,2026-01-21,Credit Card,Completed
O020467,C08366,S002,2025-11-22,Debit,Completed
O020468,C00402,S003,2026-05-04,Debit,Completed
O020469,C01616,S008,2026-04-18,Cash,Completed
O020470,C06112,S005,2026-02-06,Credit Card,Completed
O020471,C02976,S002,2026-02-12,Debit,Completed
O020472,C01982,S001,2026-05-31,Cash,Completed
O020473,C02794,S003,2026-01-06,Debit,Completed
O020474,C03304,S001,2025-08-16,Debit,Completed
O020475,C06104,S003,2025-12-02,Cash,Completed
O020476,C01143,S003,2025-12-15,Credit Card,Completed
O020477,C05871,S007,2026-02-01,Credit Card,Completed
O020478,C08439,S003,2026-02-22,Credit Card,Completed
O020479,C04786,S003,2025-12-05,Cash,Completed
O020480,C06185,S006,2026-02-10,Credit Card,Completed
O020481,C05427,S002,2026-04-22,Debit,Completed
O020482,C02280,S004,2025-10-10,Credit Card,Completed
O020483,C01264,S008,2026-03-26,Debit,Completed
O020484,C04640,S006,2026-03-02,Cash,Completed
O020485,C04416,S008,2026-03-04,Cash,Completed
O020486,C00364,S004,2026-03-20,Debit,Completed
O020487,C01687,S001,2025-09-11,Cash,Completed
O020488,C01916,S007,2025-08-08,Credit Card,Completed
O020489,C02996,S006,2025-10-28,Debit,Completed
O020490,C02015,S005,2025-10-06,Debit,Completed
O020491,C02661,S002,2025-12-31,Credit Card,Completed
O020492,C07295,S003,2026-06-14,Credit Card,Completed
O020493,C03552,S008,2025-08-03,Cash,Completed
O020494,C08841,S003,2026-06-08,Credit Card,Completed
O020495,C00518,S006,2026-03-16,Credit Card,Completed
O020496,C03279,S003,2026-04-26,Cash,Completed
O020497,C04727,S006,2026-01-01,Debit,Completed
O020498,C03819,S006,2026-04-04,Credit Card,Completed
O020499,C09673,S003,2026-07-28,Credit Card,Completed
O020500,C00106,S008,2025-11-02,Debit,Completed
O020501,C09366,S006,2026-07-05,Credit Card,Completed
O020502,C04939,S007,2025-08-27,Cash,Completed
O020503,C09602,S002,2026-06-08,Credit Card,Completed
O020504,C03622,S006,2025-07-31,Debit,Completed
O020505,C04152,S003,2026-02-12,Credit Card,Completed
O020506,C08494,S001,2025-12-26,Debit,Completed
O020507,C08965,S006,2025-09-18,Credit Card,Completed
O020508,C00168,S006,2025-12-19,Debit,Completed
O020509,C09783,S004,2025-09-16,Credit Card,Completed
O020510,C08116,S001,2025-09-03,Debit,Completed
O020511,C06393,S003,2026-01-27,Debit,Completed
O020512,C06943,S002,2026-07-26,Cash,Completed
O020513,C01969,S005,2026-07-04,Debit,Completed
O020514,C08390,S008,2026-02-18,Cash,Completed
O020515,C05557,S004,2026-04-14,Debit,Completed
O020516,C00676,S005,2025-09-09,Debit,Completed
O020517,C06481,S007,2025-08-17,Credit Card,Completed
O020518,C03661,S004,2025-12-29,Debit,Completed
O020519,C01082,S002,2026-06-13,Debit,Completed
O020520,C08592,S002,2025-12-29,Cash,Completed
O020521,C00900,S004,2026-07-17,Cash,Completed
O020522,C07779,S001,2026-06-24,Debit,Completed
O020523,C05148,S004,2026-05-28,Cash,Completed
O020524,C05527,S002,2025-08-03,Debit,Completed
O020525,C09629,S004,2025-08-20,Debit,Completed
O020526,C02009,S003,2026-03-04,Credit Card,Completed
O020527,C07895,S001,2026-04-03,Cash,Completed
O020528,C09494,S006,2026-03-26,Cash,Completed
O020529,C04943,S008,2025-12-03,Debit,Completed
O020530,C03378,S003,2026-04-19,Credit Card,Completed
O020531,C01974,S001,2025-07-29,Debit,Completed
O020532,C07196,S008,2025-12-20,Credit Card,Completed
O020533,C00287,S001,2026-01-23,Credit Card,Completed
O020534,C07759,S003,2026-01-14,Cash,Completed
O020535,C06790,S001,2026-07-07,Credit Card,Completed
O020536,C04477,S006,2025-08-27,Debit,Completed
O020537,C01461,S007,2025-10-11,Cash,Completed
O020538,C04174,S001,2026-01-11,Credit Card,Completed
O020539,C06513,S002,2025-07-29,Credit Card,Completed
O020540,C04872,S008,2025-11-04,Cash,Completed
O020541,C07232,S002,2026-04-19,Debit,Completed
O020542,C04765,S002,2025-11-16,Debit,Completed
O020543,C03370,S001,2026-05-17,Debit,Completed
O020544,C06882,S003,2026-03-09,Credit Card,Completed
O020545,C08205,S006,2025-10-06,Credit Card,Completed
O020546,C04733,S001,2026-04-13,Credit Card,Completed
O020547,C04098,S001,2026-02-15,Debit,Completed
O020548,C08568,S008,2026-01-06,Debit,Completed
O020549,C09377,S002,2025-10-17,Debit,Completed
O020550,C02026,S008,2026-05-09,Debit,Completed
O020551,C01014,S003,2026-01-30,Cash,Completed
O020552,C03564,S004,2026-05-19,Credit Card,Completed
O020553,C08327,S007,2025-12-30,Cash,Completed
O020554,C09991,S001,2026-05-11,Debit,Completed
O020555,C04761,S001,2026-05-11,Cash,Completed
O020556,C02624,S001,2025-12-07,Cash,Completed
O020557,C04886,S008,2026-06-18,Cash,Completed
O020558,C00710,S005,2026-06-03,Cash,Completed
O020559,C08793,S004,2025-11-17,Credit Card,Completed
O020560,C08634,S002,2026-04-03,Cash,Completed
O020561,C08380,S002,2026-01-05,Cash,Completed
O020562,C06550,S002,2025-08-02,Credit Card,Completed
O020563,C03224,S006,2025-08-09,Debit,Completed
O020564,C06412,S004,2026-05-18,Debit,Completed
O020565,C01514,S006,2025-08-28,Credit Card,Completed
O020566,C02135,S008,2025-10-12,Cash,Completed
O020567,C07393,S002,2026-04-18,Credit Card,Completed
O020568,C00566,S005,2025-12-26,Credit Card,Completed
O020569,C06955,S004,2025-08-12,Credit Card,Completed
O020570,C09153,S006,2026-05-14,Credit Card,Completed
O020571,C02106,S003,2026-04-09,Credit Card,Completed
O020572,C03657,S005,2026-01-19,Debit,Completed
O020573,C02083,S008,2025-10-04,Debit,Completed
O020574,C08667,S007,2026-03-07,Credit Card,Completed
O020575,C02500,S003,2026-01-27,Cash,Completed
O020576,C08340,S005,2025-10-11,Cash,Completed
O020577,C09104,S003,2026-05-29,Credit Card,Completed
O020578,C05058,S005,2025-09-22,Cash,Completed
O020579,C09705,S008,2026-02-20,Credit Card,Completed
O020580,C09173,S001,2025-10-07,Credit Card,Completed
O020581,C09191,S001,2026-07-22,Debit,Completed
O020582,C03058,S002,2025-11-26,Debit,Completed
O020583,C02506,S003,2026-03-09,Credit Card,Completed
O020584,C06271,S005,2026-03-23,Credit Card,Completed
O020585,C08335,S007,2026-06-17,Credit Card,Completed
O020586,C05476,S004,2025-12-24,Credit Card,Completed
O020587,C03002,S001,2026-07-23,Credit Card,Completed
O020588,C06739,S002,2026-07-24,Debit,Completed
O020589,C07216,S003,2026-06-21,Debit,Completed
O020590,C01808,S001,2025-10-28,Debit,Completed
O020591,C00868,S003,2025-10-21,Debit,Completed
O020592,C04706,S008,2025-10-17,Credit Card,Completed
O020593,C02244,S002,2026-04-05,Cash,Completed
O020594,C01105,S007,2025-09-13,Debit,Completed
O020595,C03210,S008,2026-01-18,Debit,Completed
O020596,C08809,S006,2026-04-20,Credit Card,Completed
O020597,C00976,S005,2025-10-06,Credit Card,Completed
O020598,C01118,S003,2026-02-09,Debit,Completed
O020599,C09292,S003,2026-07-25,Debit,Completed
O020600,C05892,S006,2025-08-09,Credit Card,Completed
O020601,C09741,S003,2025-10-22,Credit Card,Completed
O020602,C09920,S006,2025-11-18,Cash,Completed
O020603,C07884,S005,2025-10-05,Debit,Completed
O020604,C09133,S002,2025-11-26,Debit,Completed
O020605,C06431,S006,2025-10-24,Cash,Completed
O020606,C01864,S003,2025-08-19,Credit Card,Completed
O020607,C00635,S004,2025-12-18,Credit Card,Completed
O020608,C07428,S003,2026-05-22,Debit,Completed
O020609,C01072,S006,2026-03-06,Credit Card,Completed
O020610,C02680,S004,2026-07-11,Credit Card,Completed
O020611,C06145,S001,2025-11-04,Credit Card,Completed
O020612,C03081,S002,2026-04-14,Debit,Completed
O020613,C03234,S005,2026-01-28,Debit,Completed
O020614,C07886,S001,2026-06-18,Credit Card,Completed
O020615,C07301,S005,2026-07-11,Credit Card,Completed
O020616,C00979,S003,2026-06-10,Debit,Completed
O020617,C00513,S005,2025-12-04,Cash,Completed
O020618,C08278,S001,2025-10-10,Cash,Completed
O020619,C03862,S003,2025-12-23,Cash,Completed
O020620,C01519,S004,2026-01-28,Debit,Completed
O020621,C08818,S008,2026-04-25,Cash,Completed
O020622,C02654,S004,2026-03-05,Cash,Completed
O020623,C04011,S008,2026-02-13,Cash,Completed
O020624,C08625,S002,2025-12-03,Credit Card,Completed
O020625,C02882,S001,2025-11-18,Credit Card,Completed
O020626,C08262,S007,2026-05-01,Debit,Completed
O020627,C06586,S008,2026-05-10,Credit Card,Completed
O020628,C01521,S005,2025-08-11,Debit,Completed
O020629,C09499,S007,2025-08-23,Cash,Completed
O020630,C04834,S008,2026-05-17,Debit,Completed
O020631,C07547,S004,2025-12-06,Credit Card,Completed
O020632,C07003,S008,2026-05-23,Debit,Completed
O020633,C09773,S006,2026-01-13,Debit,Completed
O020634,C02761,S001,2026-05-26,Cash,Completed
O020635,C06407,S006,2025-11-29,Debit,Completed
O020636,C00043,S005,2026-07-03,Credit Card,Completed
O020637,C06673,S005,2025-10-21,Credit Card,Completed
O020638,C05492,S007,2026-05-17,Debit,Completed
O020639,C08525,S002,2025-11-23,Cash,Completed
O020640,C06990,S003,2025-12-25,Credit Card,Completed
O020641,C06066,S003,2026-06-08,Cash,Completed
O020642,C04994,S001,2025-10-22,Credit Card,Completed
O020643,C08929,S004,2025-10-18,Cash,Completed
O020644,C09608,S007,2025-07-29,Debit,Completed
O020645,C00965,S002,2026-06-11,Cash,Completed
O020646,C03294,S006,2025-09-26,Credit Card,Completed
O020647,C04036,S001,2026-06-05,Debit,Completed
O020648,C00115,S002,2025-10-25,Cash,Completed
O020649,C03786,S002,2026-01-19,Debit,Completed
O020650,C05340,S007,2026-06-27,Cash,Completed
O020651,C02119,S005,2026-06-16,Debit,Completed
O020652,C09875,S003,2026-05-30,Cash,Completed
O020653,C07873,S006,2026-04-08,Cash,Completed
O020654,C05476,S003,2026-05-08,Debit,Completed
O020655,C00300,S002,2025-08-24,Cash,Completed
O020656,C04034,S008,2026-04-04,Credit Card,Completed
O020657,C06691,S001,2025-08-07,Credit Card,Completed
O020658,C06586,S007,2026-04-21,Credit Card,Completed
O020659,C02215,S006,2025-09-30,Cash,Completed
O020660,C02787,S008,2026-07-08,Cash,Completed
O020661,C05186,S006,2026-04-21,Credit Card,Completed
O020662,C00608,S008,2026-03-28,Debit,Completed
O020663,C09709,S005,2026-05-30,Credit Card,Completed
O020664,C09447,S004,2025-09-12,Debit,Completed
O020665,C00016,S003,2025-12-28,Debit,Completed
O020666,C04270,S007,2026-07-12,Debit,Completed
O020667,C07170,S005,2025-10-23,Credit Card,Completed
O020668,C00664,S005,2026-06-28,Cash,Completed
O020669,C07461,S002,2025-11-23,Debit,Completed
O020670,C06528,S002,2026-05-30,Debit,Completed
O020671,C03112,S007,2026-06-21,Cash,Completed
O020672,C05500,S008,2026-02-20,Credit Card,Completed
O020673,C07250,S001,2025-11-26,Debit,Completed
O020674,C08588,S004,2025-08-25,Credit Card,Completed
O020675,C00191,S002,2026-01-03,Debit,Completed
O020676,C02777,S007,2026-04-07,Credit Card,Completed
O020677,C00083,S005,2025-07-29,Cash,Completed
O020678,C03390,S003,2026-02-02,Credit Card,Completed
O020679,C01013,S001,2026-03-18,Credit Card,Completed
O020680,C01472,S004,2025-08-11,Debit,Completed
O020681,C02714,S006,2026-07-11,Credit Card,Completed
O020682,C06743,S004,2025-10-12,Debit,Completed
O020683,C01664,S006,2026-05-18,Credit Card,Completed
O020684,C05493,S004,2026-02-02,Cash,Completed
O020685,C09982,S008,2025-10-07,Debit,Completed
O020686,C04819,S002,2025-08-21,Cash,Completed
O020687,C07117,S002,2025-10-25,Credit Card,Completed
O020688,C05859,S006,2025-10-06,Cash,Completed
O020689,C00161,S007,2026-04-08,Credit Card,Completed
O020690,C01027,S008,2026-06-30,Cash,Completed
O020691,C06750,S008,2025-11-15,Cash,Completed
O020692,C02525,S003,2026-05-30,Debit,Completed
O020693,C02898,S001,2026-07-14,Credit Card,Completed
O020694,C07500,S005,2025-12-15,Debit,Completed
O020695,C05270,S007,2026-01-04,Credit Card,Completed
O020696,C08766,S001,2025-10-19,Credit Card,Completed
O020697,C02661,S007,2026-04-01,Cash,Completed
O020698,C02528,S005,2025-12-01,Credit Card,Completed
O020699,C07239,S008,2025-09-30,Debit,Completed
O020700,C05508,S003,2025-12-30,Credit Card,Completed
O020701,C04903,S006,2026-02-20,Debit,Completed
O020702,C02767,S001,2025-11-02,Debit,Completed
O020703,C05263,S004,2026-01-01,Credit Card,Completed
O020704,C03536,S003,2025-09-13,Cash,Completed
O020705,C00564,S005,2026-05-25,Credit Card,Completed
O020706,C02412,S004,2026-06-07,Cash,Completed
O020707,C03066,S004,2025-08-25,Credit Card,Completed
O020708,C09141,S007,2026-06-28,Credit Card,Completed
O020709,C07406,S006,2026-02-05,Credit Card,Completed
O020710,C03827,S007,2026-03-19,Credit Card,Completed
O020711,C01316,S008,2025-11-27,Cash,Completed
O020712,C08189,S004,2026-07-22,Credit Card,Completed
O020713,C08041,S006,2026-03-26,Cash,Completed
O020714,C00084,S005,2025-12-21,Debit,Completed
O020715,C05965,S002,2025-07-31,Cash,Completed
O020716,C00436,S006,2026-04-02,Cash,Completed
O020717,C05127,S005,2026-01-21,Debit,Completed
O020718,C05827,S003,2026-05-29,Credit Card,Completed
O020719,C02642,S003,2026-04-15,Cash,Completed
O020720,C08971,S003,2025-10-06,Cash,Completed
O020721,C08698,S008,2025-09-14,Debit,Completed
O020722,C06771,S005,2026-05-13,Credit Card,Completed
O020723,C05042,S004,2026-06-02,Credit Card,Completed
O020724,C02163,S008,2026-06-03,Debit,Completed
O020725,C06103,S003,2026-03-01,Debit,Completed
O020726,C04546,S003,2026-07-12,Debit,Completed
O020727,C08750,S005,2026-07-27,Cash,Completed
O020728,C00362,S005,2026-05-06,Cash,Completed
O020729,C00375,S007,2025-12-15,Debit,Completed
O020730,C05325,S003,2025-09-10,Credit Card,Completed
O020731,C08871,S001,2026-05-02,Debit,Completed
O020732,C07616,S002,2026-04-19,Debit,Completed
O020733,C07023,S007,2025-12-08,Credit Card,Completed
O020734,C07034,S001,2026-02-21,Cash,Completed
O020735,C03503,S008,2025-09-23,Credit Card,Completed
O020736,C06094,S001,2026-05-25,Credit Card,Completed
O020737,C04505,S004,2026-04-19,Credit Card,Completed
O020738,C02256,S008,2025-12-27,Credit Card,Completed
O020739,C08991,S001,2025-09-18,Debit,Completed
O020740,C07884,S003,2026-01-10,Debit,Completed
O020741,C07171,S001,2025-09-20,Credit Card,Completed
O020742,C09234,S007,2025-09-15,Cash,Completed
